Lable,Tweet
positive,Most wanted son-in-laws are all available on Mon-Tue slot. Park Jung Woo in #TemperatureOfLove. Gong Ji Won in #20thCenturyBoyandGirl. Nam Se Hee in #BecauseThisLifeisOurFirst.
negative,A drama filled with gentlemen who don't go with the usual bad boy type of character. Ordinary men who strives to achieve their goal while looking after women that surround them. #20thCenturyBoyAndGirl https://t.co/GYLFUneTzy
neutral,171115 MBC upcoming drama 'Two Cops' page update with GsD Hyeri at script reading event -D #걸스데이 #혜리 #투깝스 #mbcdrama #GirlsDay #Hyeri #TwoCops #girlsdayid https://t.co/1b0hAfl9Qv https://t.co/J1h2i84Wxg
neutral,171115 MBC upcoming drama 'Two Cops' page update with GsD Hyeri at script reading event -D #걸스데이 #혜리 #투깝스 #mbcdrama #GirlsDay #Hyeri #TwoCops #girlsdayid https://t.co/1b0hAfl9Qv https://t.co/J1h2i84Wxg
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
neutral,Finally I see still cuts with #김선호 #Kimseonho #투깝스 #TwoCops https://t.co/SIW049RVfe
neutral,171115 MBC upcoming drama 'Two Cops' page update with GsD Hyeri at script reading event -D #걸스데이 #혜리 #투깝스 #mbcdrama #GirlsDay #Hyeri #TwoCops #girlsdayid https://t.co/1b0hAfl9Qv https://t.co/J1h2i84Wxg
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
neutral,171115 MBC upcoming drama 'Two Cops' page update with GsD Hyeri at script reading event -D #걸스데이 #혜리 #투깝스 #mbcdrama #GirlsDay #Hyeri #TwoCops #girlsdayid https://t.co/1b0hAfl9Qv https://t.co/J1h2i84Wxg
neutral,171115 MBC upcoming drama 'Two Cops' page update with GsD Hyeri at script reading event -D #걸스데이 #혜리 #투깝스 #mbcdrama #GirlsDay #Hyeri #TwoCops #girlsdayid https://t.co/1b0hAfl9Qv https://t.co/J1h2i84Wxg
positive,[PHOTO] 171116 New still cuts for #TwoCops #JoJungSuk #조정석 https://t.co/a1pBAzT5jR
positive,Most wanted son-in-laws are all available on Mon-Tue slot. Park Jung Woo in #TemperatureOfLove. Gong Ji Won in #20thCenturyBoyandGirl. Nam Se Hee in #BecauseThisLifeisOurFirst.
positive,It's very nice of Sa Jin Jin to be able to make distinguish expressions on the way she looks at Anthony as her idol and Ji Won as her boyfriend. The not so nice is one she does to her mom. #20thCenturyBoyandGirl
positive,HER ENGLISH NO JOKE MAN I'M SURPRISED #20thCenturyBoyAndGirl https://t.co/wVzMJfm7NK
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
neutral,Ratings 171114: #WitchsCourt : 11.9% #TemperatureofLove : 6.4% | 7.3% #20thCenturyBoyandGirl : 3.4% | 3% #ThisLifeisOurFirst : 3.9%
neutral,171115 MBC upcoming drama 'Two Cops' page update with GsD Hyeri at script reading event -D #걸스데이 #혜리 #투깝스 #mbcdrama #GirlsDay #Hyeri #TwoCops #girlsdayid https://t.co/1b0hAfl9Qv https://t.co/J1h2i84Wxg
neutral,#TwoCops 3rd teaser : https://t.co/X6XocIdw2P
neutral,171115 MBC upcoming drama 'Two Cops' page update with GsD Hyeri at script reading event -D #걸스데이 #혜리 #투깝스 #mbcdrama #GirlsDay #Hyeri #TwoCops #girlsdayid https://t.co/1b0hAfl9Qv https://t.co/J1h2i84Wxg
positive,Actor in pic presenting uri DongAn couple. They both look so adorable 😍 #투깝스 #TwoCops #조정석 #Jojungsuk #혜리 #Hyeri https://t.co/ijEyrZzGaI https://t.co/oZCmnsngdj
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
positive,[PHOTO] 171116 New still cuts for #TwoCops #JoJungSuk #조정석 https://t.co/a1pBAzT5jR
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
neutral,171115 MBC upcoming drama 'Two Cops' page update with GsD Hyeri at script reading event -D #걸스데이 #혜리 #투깝스 #mbcdrama #GirlsDay #Hyeri #TwoCops #girlsdayid https://t.co/1b0hAfl9Qv https://t.co/J1h2i84Wxg
neutral,Keen for this drama! It airs on Chanyeols birthday! #TwoCops #JoJungSuk https://t.co/LL6NKTkxpm
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
positive,#20thCenturyBoyAndGirl will air tonight at 10pm KST. You can watch it live on the MBC stream. It is recommended that you create an account on the website so you don't have to refresh every 3 minutes. https://t.co/Wy9WVQ7uNb #ShinWonho #CROSSGENE #SaMinho https://t.co/HUce30pVLD
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
positive,Actor in pic presenting uri DongAn couple. They both look so adorable 😍 #투깝스 #TwoCops #조정석 #Jojungsuk #혜리 #Hyeri https://t.co/ijEyrZzGaI https://t.co/oZCmnsngdj
neutral,171115 MBC upcoming drama 'Two Cops' page update with GsD Hyeri at script reading event -D #걸스데이 #혜리 #투깝스 #mbcdrama #GirlsDay #Hyeri #TwoCops #girlsdayid https://t.co/1b0hAfl9Qv https://t.co/J1h2i84Wxg
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
negative,my pace when the drama really makes me frustrated..that little kid is the drama 😅😂😂 #20thCenturyBoyAndGirl #20세기소년소녀 #black #블랙 https://t.co/XcVEdhvNvc
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
neutral,Ratings 171113: #WitchsCourt : 10.5% #TemperatureofLove : 5.8% | 7% #20thCenturyBoyandGirl : 2.8% | 2.7% #ThisLifeisOurFirst : 3.5%
neutral,My translation of the Osen article released today #투깝스 #TwoCops #조정석 #Jojungsuk https://t.co/Ju0WGPNXf8 https://t.co/aRKvvydGFG
neutral,171115 MBC upcoming drama 'Two Cops' page update with GsD Hyeri at script reading event -D #걸스데이 #혜리 #투깝스 #mbcdrama #GirlsDay #Hyeri #TwoCops #girlsdayid https://t.co/1b0hAfl9Qv https://t.co/J1h2i84Wxg
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
neutral,171115 MBC upcoming drama 'Two Cops' page update with GsD Hyeri at script reading event -D #걸스데이 #혜리 #투깝스 #mbcdrama #GirlsDay #Hyeri #TwoCops #girlsdayid https://t.co/1b0hAfl9Qv https://t.co/J1h2i84Wxg
neutral,171115 MBC upcoming drama 'Two Cops' page update with GsD Hyeri at script reading event -D #걸스데이 #혜리 #투깝스 #mbcdrama #GirlsDay #Hyeri #TwoCops #girlsdayid https://t.co/1b0hAfl9Qv https://t.co/J1h2i84Wxg
positive,Actor in pic presenting uri DongAn couple. They both look so adorable 😍 #투깝스 #TwoCops #조정석 #Jojungsuk #혜리 #Hyeri https://t.co/ijEyrZzGaI https://t.co/oZCmnsngdj
neutral,171115 MBC upcoming drama 'Two Cops' page update with GsD Hyeri at script reading event -D #걸스데이 #혜리 #투깝스 #mbcdrama #GirlsDay #Hyeri #TwoCops #girlsdayid https://t.co/1b0hAfl9Qv https://t.co/J1h2i84Wxg
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
positive,[PHOTO] 171116 New still cuts for #TwoCops #JoJungSuk #조정석 https://t.co/a1pBAzT5jR
positive,Actor in pic presenting uri DongAn couple. They both look so adorable 😍 #투깝스 #TwoCops #조정석 #Jojungsuk #혜리 #Hyeri https://t.co/ijEyrZzGaI https://t.co/oZCmnsngdj
positive,Actor in pic presenting uri DongAn couple. They both look so adorable 😍 #투깝스 #TwoCops #조정석 #Jojungsuk #혜리 #Hyeri https://t.co/ijEyrZzGaI https://t.co/oZCmnsngdj
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
neutral,171115 MBC upcoming drama 'Two Cops' page update with GsD Hyeri at script reading event -D #걸스데이 #혜리 #투깝스 #mbcdrama #GirlsDay #Hyeri #TwoCops #girlsdayid https://t.co/1b0hAfl9Qv https://t.co/J1h2i84Wxg
positive,Actor in pic presenting uri DongAn couple. They both look so adorable 😍 #투깝스 #TwoCops #조정석 #Jojungsuk #혜리 #Hyeri https://t.co/ijEyrZzGaI https://t.co/oZCmnsngdj
neutral,Cho JungSeok official website update https://t.co/aEO1mdbEuv #jojungsuk #chojungseok #twoccops #twocops #조정삭 #투깝스 #mbc #kdrama #koreandrama #drama https://t.co/Tpu1ChVgD7
positive,Actor in pic presenting uri DongAn couple. They both look so adorable 😍 #투깝스 #TwoCops #조정석 #Jojungsuk #혜리 #Hyeri https://t.co/ijEyrZzGaI https://t.co/oZCmnsngdj
positive,171116 #JoJungSuk #조정석 New still cuts released for #TwoCops. 🔗https://t.co/34MEND5rkY https://t.co/b6viBJqfIq
positive,171116 #JoJungSuk #조정석 New still cuts released for #TwoCops. 🔗https://t.co/34MEND5rkY https://t.co/b6viBJqfIq
neutral,171115 MBC upcoming drama 'Two Cops' page update with GsD Hyeri at script reading event -D #걸스데이 #혜리 #투깝스 #mbcdrama #GirlsDay #Hyeri #TwoCops #girlsdayid https://t.co/1b0hAfl9Qv https://t.co/J1h2i84Wxg
neutral,171115 MBC upcoming drama 'Two Cops' page update with GsD Hyeri at script reading event -D #걸스데이 #혜리 #투깝스 #mbcdrama #GirlsDay #Hyeri #TwoCops #girlsdayid https://t.co/1b0hAfl9Qv https://t.co/J1h2i84Wxg
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
neutral,171115 MBC upcoming drama 'Two Cops' page update with GsD Hyeri at script reading event -D #걸스데이 #혜리 #투깝스 #mbcdrama #GirlsDay #Hyeri #TwoCops #girlsdayid https://t.co/1b0hAfl9Qv https://t.co/J1h2i84Wxg
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
positive,171116 #JoJungSuk #조정석 New still cuts released for #TwoCops. 🔗https://t.co/34MEND5rkY https://t.co/b6viBJqfIq
neutral,171115 MBC upcoming drama 'Two Cops' page update with GsD Hyeri at script reading event -D #걸스데이 #혜리 #투깝스 #mbcdrama #GirlsDay #Hyeri #TwoCops #girlsdayid https://t.co/1b0hAfl9Qv https://t.co/J1h2i84Wxg
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
neutral,171115 MBC upcoming drama 'Two Cops' page update with GsD Hyeri at script reading event -D #걸스데이 #혜리 #투깝스 #mbcdrama #GirlsDay #Hyeri #TwoCops #girlsdayid https://t.co/1b0hAfl9Qv https://t.co/J1h2i84Wxg
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
positive,You are such a good drinker....... #20thcenturyboyandgirl episode 21 #kimjisuk #hanyeseul… https://t.co/v6bZ2Uuib1
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
positive,[PHOTO] 171116 New still cuts for #TwoCops #JoJungSuk #조정석 https://t.co/a1pBAzT5jR
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
neutral,#20thCenturyBoyAndGirl yaay! another drama on list!! 🎉💕 https://t.co/zyCECS79XS
positive,[PHOTO] 171116 New still cuts for #TwoCops #JoJungSuk #조정석 https://t.co/a1pBAzT5jR
neutral,171115 MBC upcoming drama 'Two Cops' page update with GsD Hyeri at script reading event -D #걸스데이 #혜리 #투깝스 #mbcdrama #GirlsDay #Hyeri #TwoCops #girlsdayid https://t.co/1b0hAfl9Qv https://t.co/J1h2i84Wxg
positive,I am HAPPY to say that I can watch #투깝스 #TwoCops through Viu! Thank you so much @ViuSG for being so receptive to feedback!
neutral,I finished S01E23 of 20th Century Boy... #20thcenturyboyandgirl #tvtime https://t.co/8AI0bLBtz0 https://t.co/Wqhsa8VJj2
neutral,171115 MBC upcoming drama 'Two Cops' page update with GsD Hyeri at script reading event -D #걸스데이 #혜리 #투깝스 #mbcdrama #GirlsDay #Hyeri #TwoCops #girlsdayid https://t.co/1b0hAfl9Qv https://t.co/J1h2i84Wxg
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
neutral,171115 MBC upcoming drama 'Two Cops' page update with GsD Hyeri at script reading event -D #걸스데이 #혜리 #투깝스 #mbcdrama #GirlsDay #Hyeri #TwoCops #girlsdayid https://t.co/1b0hAfl9Qv https://t.co/J1h2i84Wxg
positive,Day12 #투깝스 #TwoCops - Detective X Fantasy X Comedy: A Wonderful Combination. https://t.co/rrpX1TXjtH https://t.co/5r4vnS951f
neutral,171115 MBC upcoming drama 'Two Cops' page update with GsD Hyeri at script reading event -D #걸스데이 #혜리 #투깝스 #mbcdrama #GirlsDay #Hyeri #TwoCops #girlsdayid https://t.co/1b0hAfl9Qv https://t.co/J1h2i84Wxg
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
neutral,#TwoCops 3rd teaser : https://t.co/X6XocIdw2P
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
neutral,171115 MBC upcoming drama 'Two Cops' page update with GsD Hyeri at script reading event -D #걸스데이 #혜리 #투깝스 #mbcdrama #GirlsDay #Hyeri #TwoCops #girlsdayid https://t.co/1b0hAfl9Qv https://t.co/J1h2i84Wxg
neutral,171115 MBC upcoming drama 'Two Cops' page update with GsD Hyeri at script reading event -D #걸스데이 #혜리 #투깝스 #mbcdrama #GirlsDay #Hyeri #TwoCops #girlsdayid https://t.co/1b0hAfl9Qv https://t.co/J1h2i84Wxg
neutral,171115 MBC upcoming drama 'Two Cops' page update with GsD Hyeri at script reading event -D #걸스데이 #혜리 #투깝스 #mbcdrama #GirlsDay #Hyeri #TwoCops #girlsdayid https://t.co/1b0hAfl9Qv https://t.co/J1h2i84Wxg
neutral,Ratings 171114: #WitchsCourt : 11.9% #TemperatureofLove : 6.4% | 7.3% #20thCenturyBoyandGirl : 3.4% | 3% #ThisLifeisOurFirst : 3.9%
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
neutral,171115 MBC upcoming drama 'Two Cops' page update with GsD Hyeri at script reading event -D #걸스데이 #혜리 #투깝스 #mbcdrama #GirlsDay #Hyeri #TwoCops #girlsdayid https://t.co/1b0hAfl9Qv https://t.co/J1h2i84Wxg
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
neutral,Ratings 171114: #WitchsCourt : 11.9% #TemperatureofLove : 6.4% | 7.3% #20thCenturyBoyandGirl : 3.4% | 3% #ThisLifeisOurFirst : 3.9%
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
neutral,171115 MBC upcoming drama 'Two Cops' page update with GsD Hyeri at script reading event -D #걸스데이 #혜리 #투깝스 #mbcdrama #GirlsDay #Hyeri #TwoCops #girlsdayid https://t.co/1b0hAfl9Qv https://t.co/J1h2i84Wxg
neutral,171115 MBC upcoming drama 'Two Cops' page update with GsD Hyeri at script reading event -D #걸스데이 #혜리 #투깝스 #mbcdrama #GirlsDay #Hyeri #TwoCops #girlsdayid https://t.co/1b0hAfl9Qv https://t.co/J1h2i84Wxg
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
neutral,#TwoCops still cuts : #JoJungSuk https://t.co/WOwlqkpTd0
neutral,#TwoCops 3rd teaser : https://t.co/X6XocIdw2P
neutral,171115 MBC upcoming drama 'Two Cops' page update with GsD Hyeri at script reading event -D #걸스데이 #혜리 #투깝스 #mbcdrama #GirlsDay #Hyeri #TwoCops #girlsdayid https://t.co/1b0hAfl9Qv https://t.co/J1h2i84Wxg
neutral,171115 MBC upcoming drama 'Two Cops' page update with GsD Hyeri at script reading event -D #걸스데이 #혜리 #투깝스 #mbcdrama #GirlsDay #Hyeri #TwoCops #girlsdayid https://t.co/1b0hAfl9Qv https://t.co/J1h2i84Wxg
neutral,171115 MBC upcoming drama 'Two Cops' page update with GsD Hyeri at script reading event -D #걸스데이 #혜리 #투깝스 #mbcdrama #GirlsDay #Hyeri #TwoCops #girlsdayid https://t.co/1b0hAfl9Qv https://t.co/J1h2i84Wxg
neutral,171115 MBC upcoming drama 'Two Cops' page update with GsD Hyeri at script reading event -D #걸스데이 #혜리 #투깝스 #mbcdrama #GirlsDay #Hyeri #TwoCops #girlsdayid https://t.co/1b0hAfl9Qv https://t.co/J1h2i84Wxg
neutral,[VIDEO SUB] 171113 #TwoCops script reading #JoJungSuk #Hyeri #LeeSiEon #LeeHoWon #조정석 #투깝스 🔗FULL SUB: https://t.co/PKr3r1rKOa https://t.co/FwtfYtFQsF
neutral,171115 MBC upcoming drama 'Two Cops' page update with GsD Hyeri at script reading event -D #걸스데이 #혜리 #투깝스 #mbcdrama #GirlsDay #Hyeri #TwoCops #girlsdayid https://t.co/1b0hAfl9Qv https://t.co/J1h2i84Wxg
neutral,I've just watched episode S01E01 of 20th Century Boy...! #20thcenturyboyandgirl #tvtime https://t.co/d5XdaD6Hox https://t.co/25UoBQNjaP
neutral,171115 MBC upcoming drama 'Two Cops' page update with GsD Hyeri at script reading event -D #걸스데이 #혜리 #투깝스 #mbcdrama #GirlsDay #Hyeri #TwoCops #girlsdayid https://t.co/1b0hAfl9Qv https://t.co/J1h2i84Wxg
neutral,171115 MBC upcoming drama 'Two Cops' page update with GsD Hyeri at script reading event -D #걸스데이 #혜리 #투깝스 #mbcdrama #GirlsDay #Hyeri #TwoCops #girlsdayid https://t.co/1b0hAfl9Qv https://t.co/J1h2i84Wxg
neutral,171115 MBC upcoming drama 'Two Cops' page update with GsD Hyeri at script reading event -D #걸스데이 #혜리 #투깝스 #mbcdrama #GirlsDay #Hyeri #TwoCops #girlsdayid https://t.co/1b0hAfl9Qv https://t.co/J1h2i84Wxg
neutral,171115 MBC upcoming drama 'Two Cops' page update with GsD Hyeri at script reading event -D #걸스데이 #혜리 #투깝스 #mbcdrama #GirlsDay #Hyeri #TwoCops #girlsdayid https://t.co/1b0hAfl9Qv https://t.co/J1h2i84Wxg
neutral,171115 MBC upcoming drama 'Two Cops' page update with GsD Hyeri at script reading event -D #걸스데이 #혜리 #투깝스 #mbcdrama #GirlsDay #Hyeri #TwoCops #girlsdayid https://t.co/1b0hAfl9Qv https://t.co/J1h2i84Wxg
neutral,Ratings 171114: #WitchsCourt : 11.9% #TemperatureofLove : 6.4% | 7.3% #20thCenturyBoyandGirl : 3.4% | 3% #ThisLifeisOurFirst : 3.9%
neutral,171115 MBC upcoming drama 'Two Cops' page update with GsD Hyeri at script reading event -D #걸스데이 #혜리 #투깝스 #mbcdrama #GirlsDay #Hyeri #TwoCops #girlsdayid https://t.co/1b0hAfl9Qv https://t.co/J1h2i84Wxg
neutral,171115 MBC upcoming drama 'Two Cops' page update with GsD Hyeri at script reading event -D #걸스데이 #혜리 #투깝스 #mbcdrama #GirlsDay #Hyeri #TwoCops #girlsdayid https://t.co/1b0hAfl9Qv https://t.co/J1h2i84Wxg
negative,A drama filled with gentlemen who don't go with the usual bad boy type of character. Ordinary men who strives to achieve their goal while looking after women that surround them. #20thCenturyBoyAndGirl https://t.co/GYLFUneTzy
positive,You may not be happy every day but there's something to be happy about every day. #20thCenturyBoyAndGirl ep19
negative,A drama filled with gentlemen who don't go with the usual bad boy type of character. Ordinary men who strives to achieve their goal while looking after women that surround them. #20thCenturyBoyAndGirl https://t.co/GYLFUneTzy
negative,Laughing so hard at this cutie's drinking habits that I choked myself #20thCenturyBoyandGirl https://t.co/3UoaXFUmLQ
neutral,Why the HELL didn’t he put a lock on that room?! Flaws in the script that irritate me…. #BorgMom
neutral,MY GOD THAT KISS AT THE END OF EP 20 #20thCenturyBoyAndGirl
neutral,Finally!!! But it took Ti Na!! #BorgMom
negative,Really sick of these women! Making it hard to continue…. #BorgMom
positive,in love with this lighting 🙌🙌 #20thCenturyBoyAndGirl https://t.co/3Ze1sYA2s4
neutral,Let's Eat Dinner Together EP 44 (Daniel Jihoon) : https://t.co/JTsB3YWuLn
neutral,[PIC] 171117 JTBC 'Let's Eat Dinner Together' Update (3) #DAHYUN #다현 #JEONGYEON #정연 #TWICE #트와이스 🔗 : https://t.co/y9uCJO3Agb… https://t.co/fxNshwUJhi
neutral,[PIC] 171117 JTBC 'Let's Eat Dinner Together' Update (2) #DAHYUN #다현 #JEONGYEON #정연 #TWICE #트와이스 🔗 : https://t.co/y9uCJO3Agb… https://t.co/TDsCATShrL
neutral,[PIC] 171117 JTBC 'Let's Eat Dinner Together' Update (1) #DAHYUN #다현 #JEONGYEON #정연 #TWICE #트와이스 🔗 : https://t.co/y9uCJO3Agb… https://t.co/PJUxEYnPZI
neutral,[PIC] 171117 JTBC 'Let's Eat Dinner Together' Update (3) #DAHYUN #다현 #JEONGYEON #정연 #TWICE #트와이스 🔗 : https://t.co/y9uCJO3Agb… https://t.co/fxNshwUJhi
neutral,WATCH: #RedVelvet’s Joy And Irene Ride The Struggle Bus In “Let’s Eat Dinner Together” Preview https://t.co/LSA0LEE5mP https://t.co/6wXzuNMzkG
neutral,[PIC] 171117 JTBC 'Let's Eat Dinner Together' Update (2) #DAHYUN #다현 #JEONGYEON #정연 #TWICE #트와이스 🔗 : https://t.co/y9uCJO3Agb… https://t.co/TDsCATShrL
neutral,[PIC] 171117 JTBC 'Let's Eat Dinner Together' Update (1) #DAHYUN #다현 #JEONGYEON #정연 #TWICE #트와이스 🔗 : https://t.co/y9uCJO3Agb… https://t.co/PJUxEYnPZI
neutral,[PIC] 171117 #Dahyun &amp; #Jeongyeon @ JTBC Let's Eat Dinner Together (2) #다현 #트와이스 #TWICE https://t.co/Gg0w9MVPH9 https://t.co/uhR6ANYOQZ
positive,[CLIP/OFFICIAL] 171116 #IRENE #아이린 #JOY #조이 #레드벨벳 jtbc "Let's Eat Dinner Together" Next Week Ep Preview https://t.co/1p6ID3m2bm https://t.co/CEoGUyVcrm
neutral,I've just watched episode S02E174 of Abnormal Summit! #abnormalsummit #tvtime https://t.co/hFfscqYAvq https://t.co/4M9Io8y4J2
positive,pretty boy Robin and Julian 😂😂 #abnormalsummit https://t.co/uqjYJXHACZ
positive,#NewJourneyToTheWest watch the latest ep 👉🏻 https://t.co/BNqBk4Ag3S https://t.co/NbnvPsVkfR
neutral,My 'infotainment' 😢 #abnormalsummit https://t.co/nc1Fm6xMyL
positive,#NewJourneyToTheWest watch the latest ep 👉🏻 https://t.co/BNqBk4Ag3S https://t.co/NbnvPsVkfR
positive,#NewJourneyToTheWest watch the latest ep 👉🏻 https://t.co/BNqBk4Ag3S https://t.co/NbnvPsVkfR
positive,#NewJourneyToTheWest watch the latest ep 👉🏻 https://t.co/BNqBk4Ag3S https://t.co/NbnvPsVkfR
positive,#NewJourneyToTheWest watch the latest ep 👉🏻 https://t.co/BNqBk4Ag3S https://t.co/NbnvPsVkfR
positive,#NewJourneyToTheWest watch the latest ep 👉🏻 https://t.co/BNqBk4Ag3S https://t.co/NbnvPsVkfR
positive,#NewJourneyToTheWest watch the latest ep 👉🏻 https://t.co/BNqBk4Ag3S https://t.co/NbnvPsVkfR
positive,#NewJourneyToTheWest watch the latest ep 👉🏻 https://t.co/BNqBk4Ag3S https://t.co/NbnvPsVkfR
neutral,#SHINee's #Jonghyun and #Taemin to appear on #WednesdayFoodTalk https://t.co/IDpFIsvUqW https://t.co/BXCT7nKxNk
neutral,#SHINee's #Jonghyun and #Taemin to appear on #WednesdayFoodTalk https://t.co/IDpFIsvUqW https://t.co/BXCT7nKxNk
neutral,#SHINee's #Jonghyun and #Taemin will be guesting on tvN's #WednesdayFoodTalk. Episode to air November 22nd. 😀 https://t.co/djL1njzRsn
neutral,#SHINee's #Jonghyun and #Taemin will be guesting on tvN's #WednesdayFoodTalk. Episode to air November 22nd. 😀 https://t.co/djL1njzRsn
positive,I will miss this show so much btw see you next season! @GaemGyu 💛 #규현 #신서유기4 #KYUHYUN #NJTTW4 #NewJourneyToTheWest https://t.co/3ft2JWxc1H
positive,[TRANS] It has been reported that members of New Journey to the West 4 opened Kang's Kitchen in Jeju Island! #NewJourneyToTheWest https://t.co/jIT3ugZskI
positive,Just finished #SocietyGame2 Epsiode 11. I think personally this would be the best episode I've ever watch for this season.
neutral,Goddammit. Both seasons the team I was rooting for lost. Why. #SocietyGame2
negative,Nooooooooo why is the sad song playing wahhhhhhhhhhhhhh #HoldOn #Prismo I could cry #SocietyGame2
negative,YESSSSSSSSS #MaDong won 2nd round thank youuuuuu #SocietyGame2
negative,Omg that math scramble is impossible!! #SocietyGame2
positive,D-65 🎉 Message from Seunggi to Ahn Jaehyun #NewJourneyToTheWest new member before joining the army 😆😂 #LeeSeungGi #이승기 #njttw #신서유기 https://t.co/X8CLO5AQwI
positive,The only show I've made sure to watch for the past months was #SocietyGame2 . I'm glad Nopdong won. I supported the team since Day 1 because of Jang Dongmin. Been a huge fan since The Genius. NopdongS2 is the best team! Good harmony! #소사이어티게임2 👏🏻👏🏻👏🏻
neutral,The final episode!! #SocietyGame2
positive,MINHO'S LAUGH WHILE TAEMIN TEACHES THEM MOVE #Abnormalsummit https://t.co/0PY8M4IjNq
positive,Win the most good looking representative from all of the episode I've watched 😂😻(poland-korea) #abnormalsummit https://t.co/ZY1m0Yr8qM
