Lable,Tweet
positive,Ratings 16/11/17: #WhileYouWereSleeping : 8.7% | 9.7% #MadDog : 6.4% And WYWS still remained top in its time slot. It was one of the shows that deserved higher ratings from start to finish. Either way I’m proud off WYWS for having consistent ratings. This show was LOVE! 👏🏼
neutral,Gotta get 6 here.
positive,Happy Ending, Begini Rating Episode Terakhir 'While You Were Sleeping' https://t.co/bEmMQDMZwZ #tv #WhileYouWereSleeping #Suzy #LeeJongSuk #MadDog https://t.co/d1hYbzqyKY
positive,@Maddog_219 Never EVER which is why it's even MORE frustrating
neutral,INTERCEPTION!
neutral,Get off the field D.
positive,This scene really warms my heart, their feeling look so pure just need a little push. Ha Ri yah Kim Min Joon really worry &amp; take care of you his eyes say everything 😍😍😍 but we want more esp HUG dear @MyloveKBS 🙏🏻 #MadDog #WooDoHwan #RyuHwayoung https://t.co/Qc07zDwQvo
neutral,Ben would never get that call.
positive,Ratings 16/11/17: #WhileYouWereSleeping : 8.7% | 9.7% #MadDog : 6.4% And WYWS still remained top in its time slot. It was one of the shows that deserved higher ratings from start to finish. Either way I’m proud off WYWS for having consistent ratings. This show was LOVE! 👏🏼
neutral,Ratings 171116: #WhileYouWereSleeping : 8.7% | 9.7% #MadDog : 6.4% #BuamdongRevengeSocialClub : 6.3%
positive,Ratings 16/11/17: #WhileYouWereSleeping : 8.7% | 9.7% #MadDog : 6.4% And WYWS still remained top in its time slot. It was one of the shows that deserved higher ratings from start to finish. Either way I’m proud off WYWS for having consistent ratings. This show was LOVE! 👏🏼
neutral,@soompi When u admin of @soompi promote #MadDog too? Huhuuhu are u enemy of @MyloveKBS drama? But u promote witch's hunt tho hurmm
neutral,Damn i need eps 13. Need to wait for a week #MadDog
neutral,Mad Dog Ep.12 (NO SUB) #ซับไทยพรุ่งนี้นะคับ #kseries #kserieshd #ดูตามลิงค์เลยจ้าาา &gt;https://t.co/Svo1BlKknK &gt;https://t.co/V7IOrFI0Bx #ดูซีรีย์เกาหลีHD #ดูซีรีย์ไฟล์เดียว #MadDog https://t.co/8Qii1fmKeC
positive,On tuesday I was crying bc #BecauseThisIsMyFirstLife was so good. Today i’m crying bc #MadDog is so good. these shows make me so happy
negative,Need to work the field instead of airing it 40+ yards down the field.
negative,So there's this drama coming to KBS2 called Jugglers. I'm not sure whether it will involve mutants:... https://t.co/jPFwMTJC2A
neutral,In our thoughts &amp; prayers Maddog. #madlove4mad https://t.co/4qB138kOEL
positive,I'M NOT CRYING U ARE, THE FUCK WE ALL ARE CRYING. THIS SCENE IS THE DEFINITION OF BEAUTY AND PERFECTION. THIS IS SO CUTE, JUST LOOK AT THE STARES. THEY'RE SO SWEET, THEY MAKE ME FEEL ALIVE. THEIR SCENES/ROMANCE IS SO BREATHTAKING, I'M IN LOVE. #MadDog #WooDoHwan #RyuHwaYoung 😻💞 https://t.co/PKvhEhrAEL
neutral,They finally got off the field on defense!
negative,Min Joon goes through so much shit, someone give him a hug! please! for us!!! #MadDog #매드독
positive,My best friends Maddog me then video tape it when I yak https://t.co/XPmjL28WJe
negative,The no huddling was working no reason to stop it. This is the reason Haley needs to go.
neutral,Teasers for Jugglers! https://t.co/xpWLlw2UVk https://t.co/84rH1eXuS0
neutral,Please run the no huddle now.
neutral,Blocked!!
positive,Ratings 16/11/17: #WhileYouWereSleeping : 8.7% | 9.7% #MadDog : 6.4% And WYWS still remained top in its time slot. It was one of the shows that deserved higher ratings from start to finish. Either way I’m proud off WYWS for having consistent ratings. This show was LOVE! 👏🏼
neutral,My cuties ❤ #MadDog #WooDoHwan #RyuHwaYoung https://t.co/X62pSs6Bsr
positive,Yoooo @MyloveKBS You CAN'T give us this and expect us not to want more! You better give us more in the final 4 episodes #MadDog https://t.co/o9JUvEEaRK
positive,I'M NOT CRYING U ARE, THE FUCK WE ALL ARE CRYING. THIS SCENE IS THE DEFINITION OF BEAUTY AND PERFECTION. THIS IS SO CUTE, JUST LOOK AT THE STARES. THEY'RE SO SWEET, THEY MAKE ME FEEL ALIVE. THEIR SCENES/ROMANCE IS SO BREATHTAKING, I'M IN LOVE. #MadDog #WooDoHwan #RyuHwaYoung 😻💞 https://t.co/PKvhEhrAEL
neutral,The men’s concerns for Hari who thoughtlesslyput herself in danger :’) #MadDog https://t.co/YEHpZmoPRs
